"GeneID"	"Length"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
23670	6523	3.74494315370704	5.24343410776163	11.9245558853204	8.67443216772221e-07	0.000290801682969087	6.39057868674234
25932	4434	3.4083727183042	6.59246096162456	11.8433574279775	9.19003654971119e-07	0.000290801682969087	6.36517323950225
51458	1937	-6.52628153218404	9.87351716786588	-11.9203865603524	8.7001138005356e-07	0.000290801682969087	6.35683372469008
90102	6624	5.65134849901694	5.7207278858105	11.963810617085	8.43670370013203e-07	0.000290801682969087	6.35562147570178
7057	5790	5.7931950920069	6.07970682536515	11.831849992589	9.26581086827721e-07	0.000290801682969087	6.29782011363048
5412	4346	-3.61574762172675	6.95451000976269	-11.7053113963813	1.01461969131621e-06	0.0003087825927239	6.27261660161545
1282	6532	5.80713743377524	4.98099902541191	11.9251191532835	8.67096905868806e-07	0.000290801682969087	6.17124800736502
9022	813	-4.48116364296168	5.01559893015451	-11.6165401305115	1.08189359712609e-06	0.000316055958209165	6.15521888720999
1809	5050	4.87750432421214	5.66034301267672	11.4849473676022	1.19087190369291e-06	0.000323241257534809	6.08102359320295
1462	12416	7.8519540140738	5.20968137662847	12.3101098053122	6.62548669277477e-07	0.000277249011898071	6.05842472712476
10457	2766	4.32413802042494	7.81107877053135	11.4007960944449	1.26689679100869e-06	0.000326242165951288	6.04984024847066
5796	6156	3.34638306174378	5.73082446330051	11.2623113828958	1.40395847204348e-06	0.000335514854392202	5.95704761660449
2200	11695	6.00325761881223	4.95330467616294	11.5918635752271	1.10145957754862e-06	0.000316055958209165	5.93394691419359
6744	5293	3.48451058866117	6.9216826387756	11.2008753748901	1.4699445975562e-06	0.000335514854392202	5.91628127864481
3490	1110	3.9675517531198	5.43683955053131	11.2236099997093	1.44513498139606e-06	0.000335514854392202	5.91509016336085
23213	6043	6.96233364742251	4.6190357729764	12.0156349398706	8.13381515909548e-07	0.000290801682969087	5.85632039384072
3371	7599	7.73279990810098	6.01172354910755	11.3077346872234	1.35727549979961e-06	0.000335514854392202	5.77825036272703
3268	4811	-3.64034534092543	5.63200771872335	-11.0055588276966	1.7035716619543e-06	0.000371934134804502	5.7716189798091
1291	4225	4.43951552839119	4.90315839370999	11.0330801799879	1.66829922790529e-06	0.000371934134804502	5.72823359144229
6338	2597	-6.20278671878783	4.81421458690362	-11.2586974132686	1.40774816585682e-06	0.000335514854392202	5.71336033531608
286887	2289	-3.7727189920004	8.95748839009044	-10.7667661892179	2.04665798368804e-06	0.000413986405467724	5.58783045735472
6876	1557	5.5192778135231	4.91512796262094	10.9585181394011	1.76578386480466e-06	0.000377314199026239	5.57665690244053
154664	17184	5.14480708981981	4.94944820088151	10.8385760821954	1.93607209339961e-06	0.00040508275070859	5.54684596238178
55287	1710	-4.0945755000966	6.50297370181279	-10.657247996938	2.22898798618472e-06	0.000438935810691239	5.51330153183777
10631	3380	9.42326418021722	4.55930507348747	12.9867483631234	4.20339832864965e-07	0.000244123902370267	5.41053148805595
5159	5714	4.54832865254083	4.66839516341707	10.5415754473691	2.44125788819295e-06	0.000454028758724478	5.34173969212318
1292	4342	4.25540086671737	5.45187785590767	10.4288898476662	2.66969646281732e-06	0.000466451545278467	5.32760111338719
23306	5617	3.85069868855146	4.3984030906588	10.4800685443944	2.56314609899651e-06	0.000466451545278467	5.30856884696009
27	12649	3.48421663705703	4.62903360419547	10.4108924722663	2.70832012128523e-06	0.000466451545278467	5.29717687500155
871	2204	4.25345120888083	4.72359440015305	10.4440079916443	2.63772142103573e-06	0.000466451545278467	5.29648127147206
4627	7505	4.32254168804161	6.68734313730286	10.3554652713843	2.83119847470133e-06	0.000466451545278467	5.27925728106207
5744	2639	6.17979552860764	4.79903363304792	10.632217051485	2.27313367394722e-06	0.000439020797835614	5.25438624945589
5803	8159	4.131880353739	6.14732137719968	10.3088369110533	2.93934427424092e-06	0.000466451545278467	5.24258814250789
1290	6930	7.69281098378565	4.37789886182232	11.4252522290249	1.24426365376929e-06	0.000326242165951288	5.2407489741607
3655	5810	3.68968907338507	7.6870783700317	10.2770416954784	3.01569907346999e-06	0.000466451545278467	5.21850789473223
490	6933	3.84394644194253	5.80761097602059	10.2757062877595	3.01895354407053e-06	0.000466451545278467	5.21634701494084
239	2358	-4.72575613407594	5.76246431154102	-10.2785566586929	3.01201170157804e-06	0.000466451545278467	5.21612185136063
3838	1980	3.70254340315105	5.56684627923055	10.2521998655131	3.07687933619183e-06	0.000468198472323856	5.19710248573883
5654	2120	4.47359477256494	4.5931560503094	10.3097012029828	2.93729871935549e-06	0.000466451545278467	5.16727643440745
100133941	2180	-3.72582968050975	9.38082727902682	-10.1543558460612	3.33152245433099e-06	0.00049685806061091	5.1162220257962
394263	3656	-14.0051691006999	4.07947355088655	-14.8201212716424	1.3550056965398e-07	0.000178839218996544	5.10253986867406
360	1824	-5.37098521484581	8.67749107350923	-10.131436316737	3.39447770329405e-06	0.00049685806061091	5.09884546599208
4953	2062	5.5824979419915	6.91275883387486	10.1245523659728	3.41364195779675e-06	0.00049685806061091	5.0934124832469
3910	7476	4.71953011403636	4.0817212109677	10.3071297048933	2.94338940953523e-06	0.000466451545278467	5.0482716218394
83886	1462	-5.28347247748915	6.01837973171602	-10.0228285573448	3.7111993690561e-06	0.000532451075191862	5.01250957064703
1778	14340	3.88375223703604	6.55657784566001	9.99094281432675	3.81027396965597e-06	0.000536538037506516	4.98977679365573
3339	14186	4.06591918198487	5.45848624696369	9.97950108763224	3.84653377481521e-06	0.000536538037506516	4.97748122064954
3915	7889	4.29862922089896	4.95521225041331	9.93267275348654	3.99895444868075e-06	0.000542722966595956	4.92169616707814
813	3604	4.09059155375898	5.51954286882574	9.90014211386447	4.10875590826717e-06	0.000544198712342743	4.91398266151875
6591	2101	3.70076662633154	5.07514811878318	9.8508650247729	4.28146905890934e-06	0.000544288528590209	4.87180735667706
1476	658	-4.52460662502431	11.8619983990542	-9.83231373538576	4.34855192011692e-06	0.000545906336671678	4.83037539696241
6484	1743	-3.14342845798213	4.98448275539507	-9.79362565672341	4.49221151646595e-06	0.00055697876864034	4.82811942195307
196374	1778	-8.77171349654083	6.30915652865588	-9.8973884545047	4.11820194543946e-06	0.000544198712342743	4.79295221039527
5396	4071	4.96963885017795	4.07597405678064	9.95074754583045	3.93934763962255e-06	0.000541957100612729	4.77158376124881
7058	5809	5.48016513973225	5.23208365007076	9.75465691242949	4.64222203192407e-06	0.00056855897398309	4.75339190569093
4233	6676	4.33940906810626	5.37263466650015	9.70409762619509	4.8451432970208e-06	0.000575830713880656	4.7513057953765
5292	2709	-2.90755138330867	7.43512618994956	-9.69324570807923	4.88996093765918e-06	0.000575830713880656	4.74220072969812
64778	7086	4.55665715372579	5.0241994084543	9.69479854353918	4.88351990999944e-06	0.000575830713880656	4.7284535838523
1382	969	-4.61652358253733	5.59376631529028	-9.66976933298989	4.98848879053548e-06	0.000575855091072963	4.72507285929652
6646	3393	4.48828695052558	3.75651060169116	9.8721199841656	4.20600883071974e-06	0.000544288528590209	4.69577713499296
10321	2249	-13.8394615250739	3.87531367405556	-13.1093367148736	3.87971542663297e-07	0.000244123902370267	4.69016216566623
196264	983	-3.16480706559392	4.64941782907761	-9.61515013562389	5.22629793730889e-06	0.00057678802400432	4.67900925169451
7053	2677	-9.76537370648267	7.56412542869707	-9.62194034164644	5.19606454468137e-06	0.00057678802400432	4.64411083199594
7037	5295	4.38164221343138	7.84908086414873	9.55394369655702	5.5077426454597e-06	0.0005961767150387	4.62792425216152
54625	7708	4.28964561828726	5.51874152756714	9.55120842223759	5.52070442085026e-06	0.0005961767150387	4.62553791049451
1992	1293	-3.60144746810804	8.55379709172828	-9.53806355561037	5.58346545086756e-06	0.000596539824713435	4.61435965523185
7076	916	3.68293144205915	4.77634133664847	9.46324861360106	5.95599217498683e-06	0.000616660097045286	4.5475448681353
55353	2238	4.41068657987881	4.38763939296068	9.51869591612109	5.67737518360948e-06	0.000600188199673579	4.54386682195826
4313	3843	6.12567792351137	4.6000138014305	9.64991425799409	5.07352805451948e-06	0.00057678802400432	4.53152253741662
23499	24105	4.1171523075534	6.56502026063076	9.43431970907427	6.10731274118822e-06	0.000625874916936258	4.52499220472438
4162	3332	4.08627141919434	4.26868072704392	9.46561578502664	5.94379413088989e-06	0.000616660097045286	4.50552400535753
84726	11062	2.99039666811145	5.75889620861771	9.41079658296432	6.23348204698212e-06	0.000626028601978414	4.50322807753663
1063	10296	5.09876522024319	3.97246011461222	9.64033506884756	5.11512618912128e-06	0.00057678802400432	4.50030875095376
23677	5183	3.94838265426657	4.1507025941017	9.42025268084955	6.18242107117129e-06	0.000626028601978414	4.46596168789052
6590	598	-3.10908762146492	7.68227627905732	-9.36631557987592	6.47998674336137e-06	0.000633365708989988	4.46327277672697
3710	9029	3.21116356140548	5.36000000378517	9.35248615583811	6.55880053121166e-06	0.000633365708989988	4.45517135756494
633	2444	5.78824215463643	3.95269689778294	9.68341852114534	4.93094109267514e-06	0.000575830713880656	4.4355645920116
1289	8439	7.60303912890955	3.64128389760765	10.5881364181977	2.35324211810242e-06	0.000445917180983068	4.43417240423244
231	1398	3.23311958742512	4.7380293598717	9.32376048128102	6.72590518387661e-06	0.00063724779020446	4.43212967152305
10615	3808	3.73967319405887	4.00798886604332	9.38398333908713	6.3808125363952e-06	0.000633365708989988	4.43114503233494
28234	2712	9.37192775282671	0.919292770523159	11.935665437111	8.6064093670831e-07	0.000290801682969087	4.37788706994523
214	4741	4.09682847037679	6.21488340638819	9.25188663543137	7.16493626082901e-06	0.000658028392548816	4.36707954982725
7051	2777	-3.29929685038876	8.28087198325789	-9.24520600384143	7.20732083843172e-06	0.000658028392548816	4.36044327381132
10398	1187	4.51942884552322	4.78166239753239	9.24841436826636	7.18693133132152e-06	0.000658028392548816	4.35032626325321
79709	3593	3.52368944342217	4.77377700281793	9.19241663335246	7.55211800871256e-06	0.000674617334903086	4.31848798914893
163	5763	3.41993092166997	5.76823725330402	9.19740710678488	7.51875705298988e-06	0.000674617334903086	4.31833708077354
84951	4072	3.57964838081042	4.95526738323459	9.17509144671249	7.66920728284849e-06	0.000674617334903086	4.30393939412328
861	7981	3.65046314340132	4.47053623729145	9.16540786595477	7.73552217099586e-06	0.000674617334903086	4.28806217689384
3480	11242	3.20402300119009	5.3836819715017	9.15722458737642	7.79205524731235e-06	0.000674617334903086	4.28426472276309
6513	3670	3.35291040092873	6.86673238287964	9.12285807511633	8.03449028826985e-06	0.000689661418505077	4.2494394508242
389376	454	-9.5727100100322	0.809966198261647	-11.5045595495637	1.17388719385154e-06	0.000323241257534809	4.22350354911385
3914	4498	3.45751981400671	5.9371462417313	9.07283690922329	8.40233536425153e-06	0.000715124186976086	4.20707010447045
6280	577	-7.07096496627649	10.9267524200908	-9.04732038669716	8.59709087758311e-06	0.000716092246135849	4.18826178810389
30845	3906	-2.85190234995473	6.43099003980798	-8.99796212347246	8.98808200820982e-06	0.000739895964003699	4.13356594852041
2012	2804	-3.93288271315986	8.83668751499227	-8.9628696106612	9.27796743436754e-06	0.000751440539865752	4.11339886713788
3579	2940	-4.84561386197664	3.44017731316079	-9.17845110597766	7.64634624182023e-06	0.000674617334903086	4.11293027499727
16	3344	3.65418021207456	4.71400469802679	8.9446056242115	9.43289973987019e-06	0.00075787689670013	4.10118867942648
284119	3634	4.51092801088845	3.8189121429216	9.0577024212433	8.51725629215575e-06	0.000716092246135849	4.08928195373116
716	2811	3.57415280217312	5.80475236515401	8.92174584245734	9.63084476268723e-06	0.000759906346166341	4.07220914450578
10801	6575	3.11614115599033	5.88242690630371	8.90834535975258	9.74900380505528e-06	0.000759906346166341	4.05707932294383
2817	3686	2.58321446635655	6.38237142258559	8.87645056253382	1.00367074889502e-05	0.00076634262966782	4.02332887207816
5328	2691	4.85600805820489	3.88481305693561	8.98383068688574	9.1035993950744e-06	0.000743312591257985	4.01292144517606
3482	9091	3.1732980661908	5.7006671317829	8.85466787415087	1.02385626167886e-05	0.00076634262966782	4.00932833639706
23397	4495	3.69846562142612	4.28865685611664	8.84882176837282	1.029349473393e-05	0.00076634262966782	4.006211209172
857	3658	3.85488437804601	6.13377774683332	8.83626036433965	1.04126268077029e-05	0.00076634262966782	3.99391251164639
165918	5347	4.39183664742071	3.90335965905254	8.90701508346397	9.760820338092e-06	0.000759906346166341	3.99065587001821
5507	2571	-6.09507666270099	5.77630008472412	-8.7798147935586	1.09670136598546e-05	0.000792386461769209	3.95419875393066
2327	5181	-5.02030277438225	5.40480488776581	-8.76482257337109	1.11196659963309e-05	0.000797677182865368	3.93955965313033
284254	2027	-10.0988127473273	1.07364235643226	-10.7577246067087	2.0610694287948e-06	0.000413986405467724	3.93620978085699
23258	4965	3.53567496712513	4.53503901399211	8.74148139954336	1.13620030377676e-05	0.000797962213344753	3.91928286674543
6711	13024	3.88001439152483	5.49465684844486	8.74652179439305	1.1309183833835e-05	0.000797962213344753	3.91728201471107
3092	7239	4.21192510328888	3.62398176867527	8.83194094224165	1.04539420755244e-05	0.00076634262966782	3.90058479460393
80157	2471	-5.66639047987082	3.72573284613211	-8.92569852822146	9.59629361693059e-06	0.000759906346166341	3.89785787731068
25878	9795	4.4136557170818	5.36766684878758	8.71168243734944	1.16798717243141e-05	0.000808972080877836	3.8911455817146
64777	1808	-2.50443021742939	5.41663882028774	-8.71967658230487	1.15936477209528e-05	0.000808576417093948	3.88032666550504
11167	3840	5.91465861480848	4.28795266868905	8.84692286736271	1.0311407222398e-05	0.00076634262966782	3.87382328866076
10085	2974	4.35298024238966	3.94658067275488	8.74532711254383	1.13216786442187e-05	0.000797962213344753	3.86447781748777
463	16170	3.53523088976358	4.4235075999376	8.67044442222383	1.2136016286348e-05	0.000823527105160762	3.8542310301573
7168	3350	5.07385068400296	3.55328964832911	8.86058720706131	1.01832709857774e-05	0.00076634262966782	3.81821386879978
6624	2777	3.82571687712809	5.97581490290219	8.63270628913303	1.25706664963098e-05	0.000833075275876588	3.80598205629578
51776	9859	3.39437981208048	4.71419348508717	8.61106698846699	1.28276037003502e-05	0.000833075275876588	3.79961823693334
84168	7125	5.16496730733289	4.91603109617337	8.61075955681396	1.28312954042005e-05	0.000833075275876588	3.79066959679408
4915	16883	5.83733091626274	6.20932768051179	8.5917342010105	1.30620460036153e-05	0.000833075275876588	3.78156366162987
113130	2576	3.89344193034095	4.05664141276355	8.61175238935746	1.28193774678433e-05	0.000833075275876588	3.7797738059039
3685	7209	3.67256535965517	7.26298157813323	8.59708750852997	1.29966598741038e-05	0.000833075275876588	3.76945812445913
5307	2383	-3.07004731182946	8.47533105007838	-8.58787150281385	1.31094503235901e-05	0.000833075275876588	3.76393370670832
3074	1901	3.13802099294628	4.63016541929474	8.55496994849567	1.35209867537473e-05	0.000833075275876588	3.74696467842489
2982	10105	5.21890876975405	3.35993618670649	8.84856957310043	1.02958717391419e-05	0.00076634262966782	3.74076409209975
1021	11762	3.64622621801168	6.01568425306603	8.55737276468938	1.34904559749156e-05	0.000833075275876588	3.73357007156384
4644	12225	4.43412159857337	4.31264667972038	8.55913019983197	1.34681735788886e-05	0.000833075275876588	3.73218474810004
5754	4249	2.74895046353118	5.88772712565355	8.56007988163289	1.34561494801932e-05	0.000833075275876588	3.73099975338365
27032	5301	2.56645745844083	5.97065328286564	8.56065542108422	1.34488682138948e-05	0.000833075275876588	3.72986218414337
3192	6846	2.84313113424164	6.2754760870827	8.5567499943352	1.3498361763583e-05	0.000833075275876588	3.72639238081611
29760	1823	-3.38414494552571	3.6735986285933	-8.5465452445169	1.36286349703437e-05	0.000834587689068062	3.72583778010755
8796	3226	-5.14181480259119	9.10195135827879	-8.5353848544209	1.37726930110064e-05	0.000838297914603256	3.7243534050603
11198	4684	3.40518413623207	4.87022893073201	8.52818616893403	1.38665015653973e-05	0.000838923344706539	3.7202140710906
5054	3181	6.08306100243285	4.16080793170026	8.69013236872727	1.19158435517888e-05	0.000814087189051802	3.70115477510212
1894	3910	4.24413173978032	5.26593981808306	8.48685616276919	1.44188721905775e-05	0.000850907690998956	3.68319704534015
6566	4669	4.07379991565637	5.87379821330608	8.47563777688616	1.45729486061755e-05	0.000850907690998956	3.66084993036038
132724	2645	-8.33845097805529	6.90093874116528	-8.45588207675782	1.48486992443672e-05	0.000857043025926322	3.65701284408957
23022	6983	2.56656850181575	7.02982674486488	8.47575446423984	1.45713367020532e-05	0.000850907690998956	3.6466334361435
51330	1033	4.51604694909277	3.93615393359359	8.49241018257402	1.43432554384726e-05	0.000850907690998956	3.64207592694835
3675	5027	3.15142251841571	5.01265168306487	8.44771156608826	1.49644163387886e-05	0.00085878647594545	3.63865223637542
8850	4824	-3.34416573551818	6.04992765400025	-8.46033048442948	1.47861113920628e-05	0.000857043025926322	3.63594823264781
2304	3461	4.72317043898698	3.53470011446017	8.57470309322634	1.32724851279665e-05	0.000833075275876588	3.63135113149948
8829	5911	2.95570692196406	4.740570736288	8.43366139594162	1.5165731360105e-05	0.000865394545735994	3.62889298186338
109	4397	2.79979964593681	4.54857134380652	8.41033954480137	1.55064996304418e-05	0.000874897616789479	3.60974638850577
55740	13172	3.92940225984267	5.29706567756337	8.39741282080261	1.56989989317831e-05	0.000875194730718508	3.59438871713341
7204	10227	4.27137270547665	4.09024644656716	8.39373143836125	1.57543000679623e-05	0.000875194730718508	3.57779611715843
4779	4874	3.41209211783334	6.00318541823717	8.38098149118296	1.59474893678669e-05	0.000875194730718508	3.56338826587942
83543	3537	-3.98262055948563	6.05797038161916	-8.36169874904986	1.62446310315774e-05	0.000881178415569166	3.54567914187146
6242	2849	2.81382105515962	4.40436991030189	8.33307049720577	1.66970714465107e-05	0.000882572044933193	3.53987777970541
255394	2219	-2.91275245874138	6.64064620189005	-8.35318752620154	1.63777182823139e-05	0.000881178415569166	3.52773659607285
2316	8510	3.69188033376642	8.13740641262441	8.33780511248222	1.66212992777434e-05	0.000882572044933193	3.52615428968412
7180	1408	-8.07927700337549	0.0645450213260851	-9.86380332665853	4.23535888321827e-06	0.000544288528590209	3.51439204166628
1889	5737	3.72829389451713	4.40658322619019	8.3001117184071	1.7235180661854e-05	0.000896854504595855	3.51290176043499
4015	5399	3.65256128290745	4.69437359083014	8.30011892793471	1.72350608893353e-05	0.000896854504595855	3.51053937685534
5327	3173	5.02271776951655	4.93844176323563	8.29017831307456	1.74010775186926e-05	0.000900819698557885	3.50248390263645
9645	3906	4.21940248264375	3.37298772106106	8.38918889707522	1.58228327685825e-05	0.000875194730718508	3.49219871475125
2889	6308	3.15323024124865	4.46272761978264	8.27711548553569	1.76219158863591e-05	0.000902943373707676	3.48863740775606
54097	1384	-5.18095587196887	3.66882534454806	-8.34896010819072	1.64442661969089e-05	0.000881178415569166	3.47009848237651
3843	6002	3.11108133729403	4.78403032667958	8.25506360823841	1.80017441847492e-05	0.000915244109462154	3.45897025404137
56910	3385	2.85030922876875	6.4111687738099	8.27713016863306	1.76216659332354e-05	0.000902943373707676	3.45626041656147
23516	5302	5.38967286180572	3.58546606009917	8.42397518236793	1.53062518318331e-05	0.000868478458458194	3.44062819716755
3609	7473	2.7600168325896	5.02719809404862	8.24614321885912	1.81579400944301e-05	0.000915244109462154	3.43931502146415
51088	7984	4.05955111394926	4.55507402280192	8.2093479826618	1.88181514414478e-05	0.000926424975129709	3.4275750704934
89778	1731	-3.27023724495201	4.9207220515696	-8.22804202063175	1.84794896061195e-05	0.000915244109462154	3.42501853651272
7296	4233	4.21689409851981	6.07974982958001	8.22951404782173	1.84531081515067e-05	0.000915244109462154	3.42233063711752
285590	7777	4.17601464910869	3.2515249347673	8.32665006115081	1.68004305037574e-05	0.000883385987168775	3.42045165188534
1029	1881	4.47249831597008	4.02658295845238	8.22763597386875	1.84867740076162e-05	0.000915244109462154	3.41733427658287
6925	8332	3.02189626616493	5.92319726597428	8.22690442459122	1.84999058270255e-05	0.000915244109462154	3.41096027981069
8828	7719	4.89926092760205	4.06660587616223	8.2308363423674	1.84294454672001e-05	0.000915244109462154	3.39959467447297
26136	2794	2.58122067434263	4.58869368405441	8.18548453642067	1.9260409967222e-05	0.000935512249845854	3.38984447436421
5176	1542	5.0462748578837	5.07128239694001	8.16241712021704	1.96987929653754e-05	0.00093760652962685	3.38309174071005
27122	2990	2.73681089375958	5.83405892958373	8.1982271605441	1.90228482559219e-05	0.0009319339757767	3.38117209331137
23428	4359	3.71685235928307	5.538405002772	8.17314156998672	1.94936321862305e-05	0.000935512249845854	3.36965953959036
7175	9708	2.73646147073906	5.42303886415975	8.18044185027309	1.9355319808277e-05	0.000935512249845854	3.36747456259145
90488	3369	3.55435285834682	4.33412239412547	8.14252957282096	2.00855533027868e-05	0.000938191097131589	3.36417218054514
22916	2170	3.13706272795084	4.33150156518124	8.1378299874895	2.01781616031488e-05	0.000938191097131589	3.35741173871352
55144	4054	4.05684487882967	3.85034881536297	8.14497301828309	2.00375882489983e-05	0.000938191097131589	3.34166006754066
121457	3859	3.70050912803787	3.39796857587865	8.16957277070869	1.95616421853659e-05	0.000935512249845854	3.33693914807992
6596	5351	3.60800639353469	5.11387327583109	8.12720615426925	2.0389244579903e-05	0.000943636789474496	3.33328024330597
57553	14776	3.84654782402776	3.87819792779172	8.12063760136652	2.05209668636665e-05	0.00094537646886148	3.32727164085246
1786	5400	3.67118738782345	3.83984294868166	8.07708248379817	2.14184110942447e-05	0.000977750466452269	3.29028252152912
3672	4796	4.29074237358309	3.71155721397587	8.10630546843944	2.08116330653875e-05	0.000954389182080761	3.28206676389026
7837	6821	7.9489740309738	0.982038729263614	9.33948516319091	6.63385715255541e-06	0.000634512641743943	3.26382203003801
9120	3955	-3.09304643763932	4.0437105828198	-8.03841288394801	2.22514043177893e-05	0.00097854848503802	3.26257151112554
6117	4345	3.27112637457477	4.60375457110176	8.04207914673462	2.21709211211396e-05	0.00097854848503802	3.25942815310151
55127	8484	2.79695137286725	5.42004480258227	8.06921233561459	2.158512769697e-05	0.00097854848503802	3.25769016858716
4052	6349	4.3495362211783	4.02733048410861	8.04671807997494	2.20695433709855e-05	0.00097854848503802	3.25541014857424
7533	1793	2.51497358985717	5.58901483837254	8.06467813220517	2.16818244095342e-05	0.00097854848503802	3.24856027995131
3912	5846	4.74342346432364	4.38897293112427	8.03222567847387	2.23879568959447e-05	0.00097854848503802	3.24785629006688
1294	9169	4.49098874572232	4.60759952291677	8.00525552384965	2.2994037386563e-05	0.000989724022655432	3.23221264241701
55450	2351	-3.2440246429755	4.38931401527475	-8.01483857357453	2.27766450411005e-05	0.000989399688328449	3.23179171658288
49860	1913	-14.1799895035918	5.37336987276022	-9.35518484114114	6.54333818073852e-06	0.000633365708989988	3.219519311409
1287	6445	5.00216829406679	3.2900930885151	8.17448377548252	1.94681212677993e-05	0.000935512249845854	3.21482937643427
139728	1939	7.51125331596921	-0.0105473481364988	9.27496975039892	7.02058774009816e-06	0.000658028392548816	3.21350868187814
116064	7683	2.91952193461587	6.26653663359677	8.03121946453843	2.24102510762466e-05	0.00097854848503802	3.21335311468819
1306	5273	3.34165296941179	4.37061952066411	7.95916516442162	2.40719313887165e-05	0.00100731002890367	3.18496781031144
64327	4890	3.04912030315106	4.76494609966572	7.97245853758218	2.37554597516876e-05	0.00100242051380756	3.18129661684207
55704	9816	4.30410197426621	4.71240983962677	7.93584373486047	2.46383825918328e-05	0.00101655918831072	3.16464485490127
57674	20853	3.11300456091533	6.32620529765992	7.98048014207967	2.35667036293337e-05	0.000998651495989021	3.1634563311187
6423	1990	3.96969148037243	4.84710296439134	7.93969416886611	2.45438597710901e-05	0.00101655918831072	3.1626300618451
2956	4328	3.60128214866886	4.53681191778528	7.93342986779572	2.46978434678696e-05	0.00101655918831072	3.15880389584065
165	4081	6.20011180639838	3.73131469119484	8.14672869100751	2.00032019328303e-05	0.000938191097131589	3.15832422287686
4753	4234	6.33876194506951	4.36402778451117	8.0023507158551	2.30603824854497e-05	0.000989724022655432	3.14637713570714
5372	1283	-2.41633498308979	5.61142294885947	-7.96208128808632	2.40021136923652e-05	0.00100731002890367	3.14061726456156
23313	6417	3.5938943287084	4.07824118226089	7.90458189880844	2.54207815174299e-05	0.00101935444092258	3.13477315996339
5781	6283	3.04181058405264	4.86627759664558	7.92244063549499	2.49705402653605e-05	0.00101935444092258	3.12728802755991
22885	4335	-4.2502532098511	4.83022879742423	-7.90240586055694	2.54762485981846e-05	0.00101935444092258	3.12387677447565
23193	3923	3.2269793235735	6.04512852755646	7.93565083676887	2.46431284746442e-05	0.00101655918831072	3.12088635071926
84823	4635	4.16075829574163	3.72111874119525	7.90291881650899	2.54631614240069e-05	0.00101935444092258	3.10537130752551
9929	3435	2.57966020737257	5.01733653301688	7.91038015579357	2.52736305352954e-05	0.00101935444092258	3.10341983487985
84651	550	-9.8322303417138	5.64904555886625	-8.0432492055664	2.21453028878561e-05	0.00097854848503802	3.09812250967726
8914	5138	3.91128396111428	3.46684909945416	7.90642138959876	2.53739964110147e-05	0.00101935444092258	3.09585767928123
57152	537	-11.2398659395673	3.65018977519303	-9.04337860876734	8.62761742332348e-06	0.000716092246135849	3.09403402574597
994	3675	3.51083229555822	3.72209491334097	7.85731226872098	2.66561124373862e-05	0.00103156028231255	3.08089405006788
11259	4460	4.09777881987938	4.03768310894625	7.85546409083912	2.67057326895612e-05	0.00103156028231255	3.0798199822361
